feature,importance
PDTCategTotalSpending_Digitale,0.3773324710344711
ultimoPDTAcquistato_altro,0.2234905481326387
PDTCategTotalSpending_Mobility,0.15045512085190826
Professione_Impiegato,0.09656271401466017
RFM_Score,0.0850277760048282
GrandCentr,0.06713136996149366
