feature,importance
ultimoPDTAcquistato_altro,0.4765929170136529
PDTCategTotalSpending_Digitale,0.20142261065300138
PDTCategTotalSpending_Protezione,0.13334749619680977
Eta,0.12874756913515173
GrandCentr,0.0336827455302651
RFM_Score,0.015298812969219741
Tenure,0.010907848501899357
